"agency_cd","site_no","datetime","discharge.max","discharge.max.approval","discharge.min","discharge.min.approval","discharge.mean","discharge.mean.approval","gage.height.max","gage.height.max.approval","gage.height.min","gage.height.min.approval","gage.height.mean","gage.height.mean.approval"
"USGS",2085000,"130511",25.2,"A",19.3,"A",22.1,"A",2.01,"A",1.91,"A",1.96,"A"
"USGS",2085000,"130512",21,"A",18.2,"A",19.8,"A",1.94,"A",1.89,"A",1.92,"A"
"USGS",2085000,"130513",18.8,"A",12.7,"A",16.1,"A",1.9,"A",1.78,"A",1.85,"A"
"USGS",2085000,"130514",13.6,"A",9.99,"A",12,"A",1.8,"A",1.71,"A",1.76,"A"
"USGS",2085000,"130515",11.5,"A",8.36,"A",9.85,"A",1.75,"A",1.66,"A",1.7,"A"
"USGS",2085000,"130516",10.3,"A",8.07,"A",8.93,"A",1.72,"A",1.65,"A",1.68,"A"
"USGS",2085000,"130517",8.36,"A",7.5,"A",7.96,"A",1.66,"A",1.63,"A",1.65,"A"
"USGS",2085000,"130518",61.7,"A",6.97,"A",11,"A",2.42,"A",1.61,"A",1.69,"A"
"USGS",2085000,"130519",353,"A",60.8,"A",152,"A",3.91,"A",2.41,"A",2.99,"A"
"USGS",2085000,"130520",365,"A",124,"A",219,"A",3.98,"A",2.92,"A",3.37,"A"
"USGS",2085000,"130521",170,"A",99.2,"A",139,"A",3.18,"A",2.75,"A",3.01,"A"
"USGS",2085000,"130522",99.2,"A",51.5,"A",73.1,"A",2.75,"A",2.31,"A",2.52,"A"
"USGS",2085000,"130523",275,"A",49.3,"A",143,"A",3.62,"A",2.29,"A",2.96,"A"
"USGS",2085000,"130524",118,"A",60.8,"A",83.8,"A",2.88,"A",2.41,"A",2.62,"A"
"USGS",2085000,"130525",60.8,"A",31.5,"A",42.2,"A",2.41,"A",2.1,"A",2.22,"A"
"USGS",2085000,"130526",31.5,"A",22.1,"A",27,"A",2.1,"A",1.96,"A",2.04,"A"
"USGS",2085000,"130527",22.7,"A",17.6,"A",20.4,"A",1.97,"A",1.88,"A",1.93,"A"
"USGS",2085000,"130528",NA,"",NA,"",15.5,"A:e",NA,"",NA,"",NA,""
"USGS",2085000,"130529",NA,"",NA,"",12,"A:e",NA,"",NA,"",NA,""
"USGS",2085000,"130530",11.5,"A",8.67,"A",10.1,"A",1.75,"A",1.67,"A",1.71,"A"
"USGS",2085000,"130531",8.99,"A",7.5,"A",8.4,"A",1.68,"A",1.63,"A",1.66,"A"
"USGS",2085000,"130601",8.36,"A",6.47,"A",7.3,"A",1.66,"A",1.59,"A",1.62,"A"
"USGS",2085000,"130602",6.47,"A",5.77,"A",6.03,"A",1.59,"A",1.56,"A",1.57,"A"
"USGS",2085000,"130603",18.8,"A",5.77,"A",11.5,"A",1.9,"A",1.56,"A",1.74,"A"
"USGS",2085000,"130604",18.8,"A",14.5,"A",16.7,"A",1.9,"A",1.82,"A",1.86,"A"
"USGS",2085000,"130605",14.5,"A",9.99,"A",12.2,"A",1.82,"A",1.71,"A",1.77,"A"
"USGS",2085000,"130606",14.5,"A",9.64,"A",11.1,"A",1.82,"A",1.7,"A",1.74,"A"
"USGS",2085000,"130607",725,"A",13.6,"A",246,"A",6.16,"A",1.8,"A",3.39,"A"
"USGS",2085000,"130608",587,"A",118,"A",250,"A",5.35,"A",2.88,"A",3.53,"A"
"USGS",2085000,"130609",118,"A",58.9,"A",83.5,"A",2.88,"A",2.39,"A",2.62,"A"
"USGS",2085000,"130610",149,"A",50.4,"A",70.1,"A",3.07,"A",2.3,"A",2.48,"A"
"USGS",2085000,"130611",193,"A",86.4,"A",140,"A",3.29,"A",2.65,"A",3,"A"
"USGS",2085000,"130612",86.4,"A",41,"A",60.8,"A",2.65,"A",2.21,"A",2.41,"A"
"USGS",2085000,"130613",41,"A",27.2,"A",32.6,"A",2.21,"A",2.04,"A",2.11,"A"
"USGS",2085000,"130614",27.9,"A",21.5,"A",24.8,"A",2.05,"A",1.95,"A",2,"A"
"USGS",2085000,"130615",22.1,"A",15,"A",18.7,"A",1.96,"A",1.83,"A",1.9,"A"
"USGS",2085000,"130616",15,"A",10.7,"A",13.1,"A",1.83,"A",1.73,"A",1.79,"A"
"USGS",2085000,"130617",11.9,"A",8.99,"A",10.3,"A",1.76,"A",1.68,"A",1.72,"A"
"USGS",2085000,"130618",19.9,"A",8.67,"A",12,"A",1.92,"A",1.67,"A",1.75,"A"
"USGS",2085000,"130619",22.7,"A",14.5,"A",19,"A",1.97,"A",1.82,"A",1.9,"A"
"USGS",2085000,"130620",14.5,"A",9.64,"A",12.2,"A",1.82,"A",1.7,"A",1.77,"A"
"USGS",2085000,"130621",9.64,"A",6.97,"A",8.42,"A",1.7,"A",1.61,"A",1.66,"A"
"USGS",2085000,"130622",15.5,"A",7.5,"A",9.3,"A",1.84,"A",1.63,"A",1.69,"A"
"USGS",2085000,"130623",10.7,"A",5.99,"A",8.61,"A",1.73,"A",1.57,"A",1.67,"A"
"USGS",2085000,"130624",15,"A",6.23,"A",10,"A",1.83,"A",1.58,"A",1.7,"A"
"USGS",2085000,"130625",9.99,"A",7.78,"A",8.89,"A",1.71,"A",1.64,"A",1.68,"A"
"USGS",2085000,"130626",14.5,"A",5.99,"A",8.63,"A",1.82,"A",1.57,"A",1.66,"A"
"USGS",2085000,"130627",21.5,"A",5.77,"A",11.8,"A",1.95,"A",1.56,"A",1.72,"A"
"USGS",2085000,"130628",19.9,"A",9.99,"A",14.3,"A",1.92,"A",1.71,"A",1.81,"A"
"USGS",2085000,"130629",70.7,"A",11.5,"A",44.8,"A",2.51,"A",1.75,"A",2.21,"A"
"USGS",2085000,"130630",62.7,"A",38.2,"A",51.5,"A",2.43,"A",2.18,"A",2.31,"A"
"USGS",2085000,"130701",310,"A",51.5,"A",154,"A",3.74,"A",2.31,"A",2.99,"A"
"USGS",2085000,"130702",99.2,"A",62.7,"A",73.7,"A",2.75,"A",2.43,"A",2.53,"A"
"USGS",2085000,"130703",546,"A",71.7,"A",200,"A",5.08,"A",2.52,"A",3.21,"A"
"USGS",2085000,"130704",355,"A",124,"A",216,"A",3.92,"A",2.92,"A",3.36,"A"
"USGS",2085000,"130705",218,"A",71.7,"A",120,"A",3.4,"A",2.52,"A",2.87,"A"
"USGS",2085000,"130706",71.7,"A",39.2,"A",55.1,"A",2.52,"A",2.19,"A",2.35,"A"
"USGS",2085000,"130707",39.2,"A",25.8,"A",32.3,"A",2.19,"A",2.02,"A",2.11,"A"
"USGS",2085000,"130708",798,"A",30,"A",442,"A",6.62,"A",2.08,"A",4.54,"A"
"USGS",2085000,"130709",491,"A",153,"A",256,"A",4.72,"A",3.09,"A",3.55,"A"
"USGS",2085000,"130710",483,"A",115,"A",186,"A",4.67,"A",2.86,"A",3.24,"A"
"USGS",2085000,"130711",1090,"A",225,"A",588,"A",8.38,"A",3.43,"A",5.39,"A"
"USGS",2085000,"130712",501,"A",137,"A",241,"A",4.78,"A",3,"A",3.48,"A"
"USGS",2085000,"130713",137,"A",100,"A",113,"A",3,"A",2.76,"A",2.85,"A"
"USGS",2085000,"130714",110,"A",73.8,"A",90.2,"A",2.83,"A",2.54,"A",2.68,"A"
"USGS",2085000,"130715",73.8,"A",48.2,"A",61.3,"A",2.54,"A",2.28,"A",2.41,"A"
"USGS",2085000,"130716",62.7,"A",43,"A",49.4,"A",2.43,"A",2.23,"A",2.29,"A"
"USGS",2085000,"130717",43,"A",18.2,"A",28.7,"A",2.23,"A",1.89,"A",2.04,"A"
"USGS",2085000,"130718",40.1,"A",13.6,"A",24.1,"A",2.2,"A",1.8,"A",1.98,"A"
"USGS",2085000,"130719",18.2,"A",12.7,"A",15.8,"A",1.89,"A",1.78,"A",1.84,"A"
"USGS",2085000,"130720",17.6,"A",14,"A",15.5,"A",1.88,"A",1.81,"A",1.84,"A"
"USGS",2085000,"130721",14,"A",12.7,"A",13.6,"A",1.81,"A",1.78,"A",1.8,"A"
"USGS",2085000,"130722",19.3,"A",11.5,"A",14.5,"A",1.91,"A",1.75,"A",1.82,"A"
"USGS",2085000,"130723",12.7,"A",9.31,"A",11.3,"A",1.78,"A",1.69,"A",1.74,"A"
"USGS",2085000,"130724",13.6,"A",5.55,"A",8.78,"A",1.8,"A",1.55,"A",1.67,"A"
"USGS",2085000,"130725",39.2,"A",9.99,"A",21.6,"A",2.19,"A",1.71,"A",1.94,"A"
"USGS",2085000,"130726",20.4,"A",13.1,"A",16.2,"A",1.93,"A",1.79,"A",1.85,"A"
"USGS",2085000,"130727",41,"A",11.5,"A",17.7,"A",2.21,"A",1.75,"A",1.86,"A"
"USGS",2085000,"130728",42,"A",23.3,"A",32.3,"A",2.22,"A",1.98,"A",2.1,"A"
"USGS",2085000,"130729",24.5,"A",22.1,"A",23.3,"A",2,"A",1.96,"A",1.98,"A"
"USGS",2085000,"130730",22.1,"A",13.6,"A",18.3,"A",1.96,"A",1.8,"A",1.89,"A"
"USGS",2085000,"130731",15,"A",11.5,"A",13.1,"A",1.83,"A",1.75,"A",1.79,"A"
"USGS",2085000,"130801",30,"A",12.7,"A",23.3,"A",2.08,"A",1.78,"A",1.98,"A"
"USGS",2085000,"130802",256,"A",20.4,"A",134,"A",3.55,"A",1.93,"A",2.9,"A"
"USGS",2085000,"130803",188,"A",37.3,"A",57.5,"A",3.27,"A",2.17,"A",2.36,"A"
"USGS",2085000,"130804",199,"A",66.6,"A",117,"A",3.32,"A",2.47,"A",2.85,"A"
"USGS",2085000,"130805",66.6,"A",28.6,"A",44.6,"A",2.47,"A",2.06,"A",2.24,"A"
"USGS",2085000,"130806",43,"A",25.8,"A",33.1,"A",2.23,"A",2.02,"A",2.12,"A"
"USGS",2085000,"130807",31.5,"A",19.9,"A",25,"A",2.1,"A",1.92,"A",2,"A"
"USGS",2085000,"130808",20.4,"A",14,"A",17.2,"A",1.93,"A",1.81,"A",1.87,"A"
"USGS",2085000,"130809",16,"A",11.9,"A",14.1,"A",1.85,"A",1.76,"A",1.81,"A"
"USGS",2085000,"130810",808,"A",10.7,"A",171,"A",6.68,"A",1.73,"A",2.75,"A"
"USGS",2085000,"130811",414,"A",67.6,"A",126,"A",4.26,"A",2.48,"A",2.88,"A"
"USGS",2085000,"130812",220,"A",56.2,"A",110,"A",3.41,"A",2.36,"A",2.78,"A"
"USGS",2085000,"130813",172,"A",58.9,"A",119,"A",3.19,"A",2.39,"A",2.87,"A"
"USGS",2085000,"130814",76,"A",40.1,"A",57.9,"A",2.56,"A",2.2,"A",2.38,"A"
"USGS",2085000,"130815",40.1,"A",23.9,"A",32,"A",2.2,"A",1.99,"A",2.1,"A"
"USGS",2085000,"130816",23.9,"A",18.8,"A",20.6,"A",1.99,"A",1.9,"A",1.93,"A"
"USGS",2085000,"130817",23.9,"A",16.5,"A",17.9,"A",1.99,"A",1.86,"A",1.88,"A"
"USGS",2085000,"130818",44,"A",23.9,"A",37.1,"A",2.24,"A",1.99,"A",2.16,"A"
"USGS",2085000,"130819",100,"A",36.5,"A",72.2,"A",2.76,"A",2.16,"A",2.51,"A"
"USGS",2085000,"130820",96.5,"A",57.1,"A",76,"A",2.73,"A",2.37,"A",2.55,"A"
"USGS",2085000,"130821",1930,"A",45,"A",394,"A",12.09,"A",2.25,"A",4.2,"A"
"USGS",2085000,"130822",1120,"A",100,"A",249,"A",8.58,"A",2.76,"A",3.56,"A"
"USGS",2085000,"130823",100,"A",54.5,"A",74.3,"A",2.76,"A",2.34,"A",2.54,"A"
"USGS",2085000,"130824",54.5,"A",30,"A",42.7,"A",2.34,"A",2.08,"A",2.22,"A"
"USGS",2085000,"130825",30,"A",22.1,"A",27.1,"A",2.08,"A",1.96,"A",2.04,"A"
"USGS",2085000,"130826",22.1,"A",17.1,"A",19.8,"A",1.96,"A",1.87,"A",1.92,"A"
"USGS",2085000,"130827",18.8,"A",14,"A",16.2,"A",1.9,"A",1.81,"A",1.85,"A"
"USGS",2085000,"130828",16,"A",13.6,"A",14.6,"A",1.85,"A",1.8,"A",1.82,"A"
"USGS",2085000,"130829",19.9,"A",11.9,"A",14.2,"A",1.92,"A",1.76,"A",1.81,"A"
"USGS",2085000,"130830",14.5,"A",11.1,"A",12.6,"A",1.82,"A",1.74,"A",1.78,"A"
"USGS",2085000,"130831",12.7,"A",9.99,"A",11.3,"A",1.78,"A",1.71,"A",1.74,"A"
"USGS",2085000,"130901",96.5,"A",9.99,"A",24.3,"A",2.73,"A",1.71,"A",1.91,"A"
"USGS",2085000,"130902",127,"A",33.1,"A",70.8,"A",2.94,"A",2.12,"A",2.48,"A"
"USGS",2085000,"130903",33.1,"A",18.8,"A",25.1,"A",2.12,"A",1.9,"A",2,"A"
"USGS",2085000,"130904",19.9,"A",13.6,"A",16.6,"A",1.92,"A",1.8,"A",1.86,"A"
"USGS",2085000,"130905",14,"A",9.99,"A",12,"A",1.81,"A",1.71,"A",1.76,"A"
"USGS",2085000,"130906",11.9,"A",8.67,"A",10,"A",1.76,"A",1.67,"A",1.71,"A"
"USGS",2085000,"130907",9.31,"A",6.97,"A",8.32,"A",1.69,"A",1.61,"A",1.66,"A"
"USGS",2085000,"130908",9.64,"A",6.97,"A",7.88,"A",1.7,"A",1.61,"A",1.64,"A"
"USGS",2085000,"130909",8.07,"A",5.34,"A",6.52,"A",1.65,"A",1.54,"A",1.59,"A"
"USGS",2085000,"130910",7.78,"A",4.75,"A",6.02,"A",1.64,"A",1.51,"A",1.57,"A"
"USGS",2085000,"130911",5.14,"A",4.75,"A",4.91,"A",1.53,"A",1.51,"A",1.52,"A"
"USGS",2085000,"130912",4.94,"A",4.56,"A",4.73,"A",1.52,"A",1.5,"A",1.51,"A"
"USGS",2085000,"130913",5.34,"A",3.88,"A",4.61,"A",1.54,"A",1.46,"A",1.5,"A"
"USGS",2085000,"130914",25.2,"A",3.73,"A",11.1,"A",2.01,"A",1.45,"A",1.67,"A"
"USGS",2085000,"130915",4.94,"A",0.79,"A",2.08,"A",1.52,"A",1.33,"A",1.37,"A"
"USGS",2085000,"130916",1.58,"A",0.28,"A",0.7,"A",1.35,"A",1.3,"A",1.32,"A"
"USGS",2085000,"130917",3.73,"A",0.28,"A",1.74,"A",1.45,"A",1.3,"A",1.36,"A"
"USGS",2085000,"130918",6.71,"A",3.73,"A",5.7,"A",1.6,"A",1.45,"A",1.55,"A"
"USGS",2085000,"130919",6.23,"A",4.38,"A",5.15,"A",1.58,"A",1.49,"A",1.53,"A"
"USGS",2085000,"130920",9.31,"A",4.38,"A",7.21,"A",1.69,"A",1.49,"A",1.61,"A"
"USGS",2085000,"130921",10.3,"A",8.07,"A",8.81,"A",1.72,"A",1.65,"A",1.67,"A"
"USGS",2085000,"130922",19.3,"A",10.3,"A",16,"A",1.91,"A",1.72,"A",1.85,"A"
"USGS",2085000,"130923",14,"A",7.23,"A",10.8,"A",1.81,"A",1.62,"A",1.73,"A"
"USGS",2085000,"130924",7.5,"A",5.34,"A",6.56,"A",1.63,"A",1.54,"A",1.59,"A"
"USGS",2085000,"130925",7.23,"A",4.75,"A",5.67,"A",1.62,"A",1.51,"A",1.55,"A"
"USGS",2085000,"130926",8.07,"A",5.34,"A",6.57,"A",1.65,"A",1.54,"A",1.59,"A"
"USGS",2085000,"130927",5.55,"A",4.38,"A",4.95,"A",1.55,"A",1.49,"A",1.52,"A"
"USGS",2085000,"130928",5.77,"A",4.38,"A",4.87,"A",1.56,"A",1.49,"A",1.52,"A"
"USGS",2085000,"130929",5.99,"A",4.38,"A",5.03,"A",1.57,"A",1.49,"A",1.52,"A"
"USGS",2085000,"130930",4.56,"A",3.73,"A",4.1,"A",1.5,"A",1.45,"A",1.47,"A"
"USGS",2085000,"131001",4.04,"A",3.58,"A",3.69,"A",1.47,"A",1.44,"A",1.45,"A"
"USGS",2085000,"131002",3.58,"A",2.89,"A",3.11,"A",1.44,"A",1.4,"A",1.41,"A"
"USGS",2085000,"131003",3.43,"A",3.08,"A",3.32,"A",1.43,"A",1.41,"A",1.42,"A"
"USGS",2085000,"131004",3.58,"A",3.43,"A",3.44,"A",1.44,"A",1.43,"A",1.43,"A"
"USGS",2085000,"131005",4.21,"A",3.08,"A",3.63,"A",1.48,"A",1.41,"A",1.44,"A"
"USGS",2085000,"131006",4.04,"A",3.27,"A",3.69,"A",1.47,"A",1.42,"A",1.45,"A"
"USGS",2085000,"131007",63.6,"A",3.08,"A",25.6,"A",2.44,"A",1.41,"A",1.86,"A"
"USGS",2085000,"131008",55.3,"A",15,"A",28.3,"A",2.35,"A",1.83,"A",2.04,"A"
"USGS",2085000,"131009",15,"A",6.97,"A",11.2,"A",1.83,"A",1.61,"A",1.73,"A"
"USGS",2085000,"131010",27.9,"A",7.5,"A",14.1,"A",2.05,"A",1.63,"A",1.8,"A"
"USGS",2085000,"131011",27.9,"A",14.5,"A",24.8,"A",2.05,"A",1.82,"A",2,"A"
"USGS",2085000,"131012",19.9,"A",11.5,"A",15.6,"A",1.92,"A",1.75,"A",1.84,"A"
"USGS",2085000,"131013",12.3,"A",9.64,"A",10.9,"A",1.77,"A",1.7,"A",1.73,"A"
"USGS",2085000,"131014",10.3,"A",7.23,"A",9.27,"A",1.73,"A",1.63,"A",1.7,"A"
"USGS",2085000,"131015",8.99,"A",6.23,"A",7.99,"A",1.69,"A",1.59,"A",1.66,"A"
"USGS",2085000,"131016",8.07,"A",5.77,"A",6.65,"A",1.66,"A",1.57,"A",1.61,"A"
"USGS",2085000,"131017",6.97,"A",5.34,"A",6.06,"A",1.62,"A",1.55,"A",1.58,"A"
"USGS",2085000,"131018",6.47,"A",4.94,"A",5.77,"A",1.6,"A",1.53,"A",1.57,"A"
"USGS",2085000,"131019",6.97,"A",4.94,"A",5.74,"A",1.62,"A",1.53,"A",1.57,"A"
"USGS",2085000,"131020",6.47,"A",4.56,"A",5.42,"A",1.61,"A",1.52,"A",1.56,"A"
"USGS",2085000,"131021",5.34,"A",4.56,"A",4.92,"A",1.56,"A",1.52,"A",1.54,"A"
"USGS",2085000,"131022",5.77,"A",4.04,"A",4.78,"A",1.56,"A",1.49,"A",1.52,"A"
"USGS",2085000,"131023",5.99,"A",4.21,"A",4.94,"A",1.57,"A",1.48,"A",1.52,"A"
"USGS",2085000,"131024",7.78,"A",4.04,"A",5.66,"A",1.64,"A",1.47,"A",1.55,"A"
"USGS",2085000,"131025",5.99,"A",4.75,"A",5.27,"A",1.57,"A",1.51,"A",1.54,"A"
"USGS",2085000,"131026",6.23,"A",4.21,"A",5.07,"A",1.58,"A",1.48,"A",1.52,"A"
"USGS",2085000,"131027",5.77,"A",4.04,"A",4.87,"A",1.56,"A",1.47,"A",1.52,"A"
"USGS",2085000,"131028",6.23,"A",4.56,"A",5.23,"A",1.58,"A",1.5,"A",1.53,"A"
"USGS",2085000,"131029",5.77,"A",4.21,"A",4.94,"A",1.56,"A",1.48,"A",1.52,"A"
"USGS",2085000,"131030",7.5,"A",4.56,"A",5.97,"A",1.63,"A",1.5,"A",1.57,"A"
"USGS",2085000,"131031",5.34,"A",4.56,"A",4.88,"A",1.54,"A",1.5,"A",1.52,"A"
"USGS",2085000,"131101",7.78,"A",4.21,"A",5.05,"A",1.64,"A",1.48,"A",1.52,"A"
"USGS",2085000,"131102",11.5,"A",5.14,"A",6.64,"A",1.75,"A",1.53,"A",1.59,"A"
"USGS",2085000,"131103",8.36,"A",5.99,"A",7.17,"A",1.66,"A",1.57,"A",1.62,"A"
"USGS",2085000,"131104",7.23,"A",5.14,"A",6.15,"A",1.62,"A",1.53,"A",1.58,"A"
"USGS",2085000,"131105",6.71,"A",4.75,"A",5.49,"A",1.6,"A",1.51,"A",1.55,"A"
"USGS",2085000,"131106",5.34,"A",4.38,"A",4.9,"A",1.54,"A",1.49,"A",1.52,"A"
"USGS",2085000,"131107",5.34,"A",3.88,"A",4.5,"A",1.54,"A",1.46,"A",1.5,"A"
"USGS",2085000,"131108",5.34,"A",4.21,"A",4.72,"A",1.54,"A",1.48,"A",1.51,"A"
"USGS",2085000,"131109",5.14,"A",4.21,"A",4.64,"A",1.53,"A",1.48,"A",1.5,"A"
"USGS",2085000,"131110",5.99,"A",4.38,"A",5.15,"A",1.57,"A",1.49,"A",1.53,"A"
"USGS",2085000,"131111",5.14,"A",4.56,"A",4.83,"A",1.53,"A",1.5,"A",1.51,"A"
"USGS",2085000,"131112",4.75,"A",4.04,"A",4.38,"A",1.51,"A",1.47,"A",1.49,"A"
"USGS",2085000,"131113",4.94,"A",3.88,"A",4.36,"A",1.52,"A",1.46,"A",1.49,"A"
"USGS",2085000,"131114",4.94,"A",4.38,"A",4.66,"A",1.52,"A",1.49,"A",1.5,"A"
"USGS",2085000,"131115",4.75,"A",4.04,"A",4.34,"A",1.51,"A",1.47,"A",1.49,"A"
"USGS",2085000,"131116",4.94,"A",3.88,"A",4.37,"A",1.52,"A",1.46,"A",1.49,"A"
"USGS",2085000,"131117",5.77,"A",4.04,"A",4.74,"A",1.56,"A",1.47,"A",1.51,"A"
"USGS",2085000,"131118",6.47,"A",4.94,"A",5.75,"A",1.59,"A",1.52,"A",1.56,"A"
"USGS",2085000,"131119",7.5,"A",4.94,"A",6.15,"A",1.63,"A",1.52,"A",1.57,"A"
"USGS",2085000,"131120",6.23,"A",5.14,"A",5.62,"A",1.58,"A",1.53,"A",1.55,"A"
"USGS",2085000,"131121",5.14,"A",4.38,"A",4.74,"A",1.53,"A",1.49,"A",1.51,"A"
"USGS",2085000,"131122",5.34,"A",4.38,"A",4.76,"A",1.54,"A",1.49,"A",1.51,"A"
"USGS",2085000,"131123",4.94,"A",4.21,"A",4.6,"A",1.52,"A",1.48,"A",1.5,"A"
"USGS",2085000,"131124",5.99,"A",4.21,"A",5.05,"A",1.57,"A",1.48,"A",1.52,"A"
"USGS",2085000,"131125",6.47,"A",4.75,"A",5.44,"A",1.59,"A",1.51,"A",1.54,"A"
"USGS",2085000,"131126",27.2,"A",4.38,"A",9.1,"A",2.04,"A",1.49,"A",1.64,"A"
"USGS",2085000,"131127",115,"A",22.7,"A",83.4,"A",2.86,"A",1.97,"A",2.6,"A"
"USGS",2085000,"131128",80.5,"A",33.1,"A",54.9,"A",2.6,"A",2.12,"A",2.35,"A"
"USGS",2085000,"131129",33.1,"A",20.4,"A",26.6,"A",2.12,"A",1.93,"A",2.03,"A"
"USGS",2085000,"131130",20.4,"A",14,"A",18.6,"A",1.93,"A",1.81,"A",1.9,"A"
"USGS",2085000,"131201",14,"A",11.1,"A",13.1,"A",1.81,"A",1.74,"A",1.79,"A"
"USGS",2085000,"131202",14,"A",10.3,"A",11.7,"A",1.81,"A",1.72,"A",1.75,"A"
"USGS",2085000,"131203",13.1,"A",9.64,"A",11.8,"A",1.79,"A",1.7,"A",1.76,"A"
"USGS",2085000,"131204",11.5,"A",8.99,"A",10.3,"A",1.75,"A",1.68,"A",1.72,"A"
"USGS",2085000,"131205",11.5,"A",8.99,"A",10.1,"A",1.75,"A",1.68,"A",1.71,"A"
"USGS",2085000,"131206",11.5,"A",7.78,"A",9.75,"A",1.75,"A",1.64,"A",1.7,"A"
"USGS",2085000,"131207",62.7,"A",8.99,"A",35,"A",2.43,"A",1.68,"A",2.07,"A"
"USGS",2085000,"131208",53.6,"A",35.6,"A",43.7,"A",2.33,"A",2.15,"A",2.23,"A"
"USGS",2085000,"131209",45,"A",30,"A",35.7,"A",2.25,"A",2.08,"A",2.15,"A"
"USGS",2085000,"131210",193,"A",45,"A",121,"A",3.29,"A",2.25,"A",2.85,"A"
"USGS",2085000,"131211",144,"A",67.6,"A",96.3,"A",3.04,"A",2.48,"A",2.72,"A"
"USGS",2085000,"131212",67.6,"A",37.3,"A",50.8,"A",2.48,"A",2.17,"A",2.31,"A"
"USGS",2085000,"131213",37.3,"A",25.8,"A",31.2,"A",2.17,"A",2.02,"A",2.09,"A"
"USGS",2085000,"131214",204,"A",24.5,"A",50.8,"A",3.34,"A",2,"A",2.26,"A"
"USGS",2085000,"131215",235,"A",92.6,"A",146,"A",3.47,"A",2.7,"A",3.03,"A"
"USGS",2085000,"131216",92.6,"A",53.6,"A",70.1,"A",2.7,"A",2.33,"A",2.5,"A"
"USGS",2085000,"131217",53.6,"A",35.6,"A",43.7,"A",2.33,"A",2.15,"A",2.23,"A"
"USGS",2085000,"131218",35.6,"A",26.5,"A",31.4,"A",2.15,"A",2.03,"A",2.1,"A"
"USGS",2085000,"131219",27.2,"A",21,"A",24.3,"A",2.04,"A",1.94,"A",1.99,"A"
"USGS",2085000,"131220",23.3,"A",18.8,"A",21,"A",1.98,"A",1.9,"A",1.94,"A"
"USGS",2085000,"131221",22.1,"A",18.8,"A",20.5,"A",1.96,"A",1.9,"A",1.93,"A"
"USGS",2085000,"131222",25.2,"A",18.2,"A",21.3,"A",2.01,"A",1.89,"A",1.95,"A"
"USGS",2085000,"131223",608,"A",25.2,"A",305,"A",5.36,"A",2.01,"A",3.68,"A"
"USGS",2085000,"131224",360,"A",122,"A",207,"A",3.94,"A",2.91,"A",3.32,"A"
"USGS",2085000,"131225",122,"A",68.6,"A",91,"A",2.91,"A",2.49,"A",2.68,"A"
"USGS",2085000,"131226",68.6,"A",51.5,"A",59.5,"A",2.49,"A",2.31,"A",2.39,"A"
"USGS",2085000,"131227",52.7,"A",37.3,"A",44.7,"A",2.32,"A",2.17,"A",2.24,"A"
"USGS",2085000,"131228",39.2,"A",31.5,"A",35.3,"A",2.19,"A",2.1,"A",2.15,"A"
"USGS",2085000,"131229",1270,"A",31.5,"A",541,"A",8.9,"A",2.1,"A",5.01,"A"
"USGS",2085000,"131230",638,"A",168,"A",336,"A",5.52,"A",3.17,"A",3.93,"A"
"USGS",2085000,"131231",168,"A",91.4,"A",123,"A",3.17,"A",2.69,"A",2.91,"A"
"USGS",2085000,"140101",91.4,"A",66.6,"A",77.8,"A",2.69,"A",2.47,"A",2.57,"A"
"USGS",2085000,"140102",77.1,"A",56.2,"A",64.5,"A",2.57,"A",2.36,"A",2.45,"A"
"USGS",2085000,"140103",110,"A",77.1,"A",96,"A",2.83,"A",2.57,"A",2.72,"A"
"USGS",2085000,"140104",80.5,"A",58.9,"A",67.8,"A",2.6,"A",2.39,"A",2.48,"A"
"USGS",2085000,"140105",58.9,"A",52.7,"A",55.8,"A",2.39,"A",2.32,"A",2.35,"A"
"USGS",2085000,"140106",504,"A",52.7,"A",290,"A",4.72,"A",2.32,"A",3.64,"A"
"USGS",2085000,"140107",218,"A",102,"A",145,"A",3.4,"A",2.77,"A",3.03,"A"
"USGS",2085000,"140108",102,"A",71.7,"A",84,"A",2.77,"A",2.52,"A",2.63,"A"
"USGS",2085000,"140109",71.7,"A",60.8,"A",65.7,"A",2.52,"A",2.41,"A",2.46,"A"
"USGS",2085000,"140110",232,"A",59.8,"A",79.9,"A",3.46,"A",2.4,"A",2.55,"A"
"USGS",2085000,"140111",1970,"A",232,"A",926,"A",11.59,"A",3.46,"A",6.85,"A"
"USGS",2085000,"140112",1380,"A",281,"A",599,"A",9.4,"A",3.64,"A",5.28,"A"
"USGS",2085000,"140113",281,"A",134,"A",185,"A",3.64,"A",2.98,"A",3.24,"A"
"USGS",2085000,"140114",193,"A",119,"A",145,"A",3.29,"A",2.89,"A",3.04,"A"
"USGS",2085000,"140115",188,"A",121,"A",148,"A",3.27,"A",2.9,"A",3.06,"A"
"USGS",2085000,"140116",121,"A",93.9,"A",109,"A",2.9,"A",2.71,"A",2.82,"A"
"USGS",2085000,"140117",93.9,"A",76,"A",83.7,"A",2.71,"A",2.56,"A",2.63,"A"
"USGS",2085000,"140118",76,"A",63.6,"A",70.6,"A",2.56,"A",2.44,"A",2.51,"A"
"USGS",2085000,"140119",64.6,"A",56.2,"A",60.8,"A",2.45,"A",2.36,"A",2.41,"A"
